    time        S        I          R
133 1.32 10229995 2.441886 2.48006115
134 1.33 10229995 2.445582 2.50080282
135 1.34 10229995 2.449283 2.52157588
136 1.35 10229995 2.452990 2.54238038
137 1.36 10229995 2.456702 2.56321636
138 1.37 10229995 2.460420 2.58408388
139 1.38 10229995 2.464144 2.60498298
140 1.39 10229995 2.467873 2.62591371
141 1.40 10229995 2.471608 2.64687612
142 1.41 10229995 2.475349 2.66787026
143 1.42 10229995 2.479095 2.68889616
144 1.43 10229995 2.482847 2.70995389
145 1.44 10229995 2.486605 2.73104349
146 1.45 10229995 2.490368 2.75216501
147 1.46 10229995 2.494137 2.77331849
148 1.47 10229995 2.497912 2.79450399
149 1.48 10229995 2.501692 2.81572155
150 1.49 10229995 2.505478 2.83697122
151 1.50 10229995 2.509270 2.85825305
152 1.51 10229995 2.513068 2.87956709
153 1.52 10229995 2.516871 2.90091339
154 1.53 10229995 2.520681 2.92229199
155 1.54 10229995 2.524495 2.94370295
156 1.55 10229995 2.528316 2.96514632
157 1.56 10229994 2.532143 2.98662213
158 1.57 10229994 2.535975 3.00813045
159 1.58 10229994 2.539813 3.02967132
160 1.59 10229994 2.543657 3.05124479
161 1.60 10229994 2.547506 3.07285092
162 1.61 10229994 2.551362 3.09448974
163 1.62 10229994 2.555223 3.11616131
164 1.63 10229994 2.559090 3.13786568
165 1.64 10229994 2.562963 3.15960290
166 1.65 10229994 2.566842 3.18137301
167 1.66 10229994 2.570727 3.20317608
168 1.67 10229994 2.574618 3.22501214
169 1.68 10229994 2.578514 3.24688125
170 1.69 10229994 2.582417 3.26878345
171 1.70 10229994 2.586325 3.29071881
172 1.71 10229994 2.590239 3.31268736
173 1.72 10229994 2.594159 3.33468916
174 1.73 10229994 2.598086 3.35672426
175 1.74 10229994 2.602018 3.37879270
176 1.75 10229994 2.605956 3.40089455
177 1.76 10229994 2.609900 3.42302985
178 1.77 10229994 2.613849 3.44519864
179 1.78 10229994 2.617805 3.46740099
180 1.79 10229994 2.621767 3.48963694
181 1.80 10229994 2.625735 3.51190654
182 1.81 10229994 2.629709 3.53420985
183 1.82 10229994 2.633689 3.55654691
184 1.83 10229994 2.637675 3.57891778
185 1.84 10229994 2.641667 3.60132250
186 1.85 10229994 2.645665 3.62376113
187 1.86 10229994 2.649669 3.64623372
188 1.87 10229994 2.653679 3.66874033
189 1.88 10229994 2.657695 3.69128099
190 1.89 10229994 2.661717 3.71385577
191 1.90 10229994 2.665746 3.73646471
192 1.91 10229994 2.669780 3.75910788
193 1.92 10229994 2.673821 3.78178531
194 1.93 10229994 2.677868 3.80449706
195 1.94 10229993 2.681920 3.82724318
196 1.95 10229993 2.685979 3.85002373
197 1.96 10229993 2.690044 3.87283876
198 1.97 10229993 2.694116 3.89568832
199 1.98 10229993 2.698193 3.91857245
200 1.99 10229993 2.702276 3.94149122
201 2.00 10229993 2.706366 3.96444468
202 2.01 10229993 2.710462 3.98743288
203 2.02 10229993 2.714564 4.01045586
204 2.03 10229993 2.718673 4.03351369
205 2.04 10229993 2.722787 4.05660642
206 2.05 10229993 2.726908 4.07973410
207 2.06 10229993 2.731035 4.10289678
208 2.07 10229993 2.735168 4.12609451
209 2.08 10229993 2.739308 4.14932736
210 2.09 10229993 2.743453 4.17259536
211 2.10 10229993 2.747605 4.19589858
212 2.11 10229993 2.751764 4.21923707
213 2.12 10229993 2.755928 4.24261088
214 2.13 10229993 2.760099 4.26602006
215 2.14 10229993 2.764277 4.28946467
216 2.15 10229993 2.768460 4.31294477
217 2.16 10229993 2.772650 4.33646039
218 2.17 10229993 2.776846 4.36001161
219 2.18 10229993 2.781049 4.38359848
220 2.19 10229993 2.785258 4.40722104
221 2.20 10229993 2.789473 4.43087935
222 2.21 10229993 2.793695 4.45457346
223 2.22 10229993 2.797923 4.47830344
224 2.23 10229993 2.802157 4.50206933
225 2.24 10229993 2.806398 4.52587119
226 2.25 10229993 2.810646 4.54970907
227 2.26 10229993 2.814899 4.57358303
228 2.27 10229993 2.819160 4.59749312
229 2.28 10229993 2.823426 4.62143939
230 2.29 10229993 2.827699 4.64542191
231 2.30 10229992 2.831979 4.66944072
232 2.31 10229992 2.836265 4.69349589
233 2.32 10229992 2.840557 4.71758746
234 2.33 10229992 2.844856 4.74171549
235 2.34 10229992 2.849162 4.76588004
236 2.35 10229992 2.853474 4.79008116
237 2.36 10229992 2.857793 4.81431891
238 2.37 10229992 2.862118 4.83859334
239 2.38 10229992 2.866449 4.86290450
240 2.39 10229992 2.870787 4.88725246
241 2.40 10229992 2.875132 4.91163727
242 2.41 10229992 2.879484 4.93605899
243 2.42 10229992 2.883841 4.96051766
244 2.43 10229992 2.888206 4.98501335
245 2.44 10229992 2.892577 5.00954612
246 2.45 10229992 2.896955 5.03411601
247 2.46 10229992 2.901339 5.05872309
248 2.47 10229992 2.905730 5.08336741
249 2.48 10229992 2.910128 5.10804903
250 2.49 10229992 2.914532 5.13276800
 [ reached 'max' / getOption("max.print") -- omitted 14751 rows ]
