    time        S        I           R
133 1.32 10229996 2.338623 1.259521952
134 1.33 10229996 2.341396 1.269835584
135 1.34 10229996 2.344172 1.280161444
136 1.35 10229996 2.346951 1.290499548
137 1.36 10229996 2.349734 1.300849909
138 1.37 10229996 2.352520 1.311212542
139 1.38 10229996 2.355309 1.321587462
140 1.39 10229996 2.358102 1.331974683
141 1.40 10229996 2.360898 1.342374220
142 1.41 10229996 2.363697 1.352786087
143 1.42 10229996 2.366500 1.363210299
144 1.43 10229996 2.369306 1.373646870
145 1.44 10229996 2.372115 1.384095816
146 1.45 10229996 2.374927 1.394557151
147 1.46 10229996 2.377743 1.405030890
148 1.47 10229996 2.380562 1.415517047
149 1.48 10229996 2.383385 1.426015637
150 1.49 10229996 2.386211 1.436526675
151 1.50 10229996 2.389040 1.447050175
152 1.51 10229996 2.391873 1.457586153
153 1.52 10229996 2.394709 1.468134623
154 1.53 10229996 2.397548 1.478695600
155 1.54 10229996 2.400391 1.489269098
156 1.55 10229996 2.403237 1.499855133
157 1.56 10229996 2.406086 1.510453720
158 1.57 10229996 2.408939 1.521064873
159 1.58 10229996 2.411795 1.531688608
160 1.59 10229996 2.414655 1.542324938
161 1.60 10229996 2.417518 1.552973880
162 1.61 10229996 2.420384 1.563635448
163 1.62 10229996 2.423254 1.574309657
164 1.63 10229996 2.426127 1.584996522
165 1.64 10229996 2.429004 1.595696057
166 1.65 10229996 2.431884 1.606408279
167 1.66 10229996 2.434767 1.617133203
168 1.67 10229996 2.437654 1.627870842
169 1.68 10229996 2.440544 1.638621212
170 1.69 10229996 2.443438 1.649384329
171 1.70 10229996 2.446335 1.660160207
172 1.71 10229996 2.449235 1.670948862
173 1.72 10229996 2.452139 1.681750309
174 1.73 10229996 2.455047 1.692564562
175 1.74 10229996 2.457958 1.703391638
176 1.75 10229996 2.460872 1.714231551
177 1.76 10229996 2.463790 1.725084316
178 1.77 10229996 2.466711 1.735949949
179 1.78 10229996 2.469636 1.746828465
180 1.79 10229996 2.472564 1.757719880
181 1.80 10229996 2.475495 1.768624208
182 1.81 10229996 2.478431 1.779541465
183 1.82 10229996 2.481369 1.790471666
184 1.83 10229996 2.484311 1.801414826
185 1.84 10229996 2.487257 1.812370962
186 1.85 10229996 2.490206 1.823340088
187 1.86 10229996 2.493158 1.834322219
188 1.87 10229996 2.496114 1.845317372
189 1.88 10229996 2.499074 1.856325561
190 1.89 10229996 2.502037 1.867346802
191 1.90 10229996 2.505004 1.878381111
192 1.91 10229996 2.507974 1.889428503
193 1.92 10229996 2.510947 1.900488993
194 1.93 10229996 2.513925 1.911562598
195 1.94 10229996 2.516905 1.922649331
196 1.95 10229996 2.519889 1.933749210
197 1.96 10229996 2.522877 1.944862250
198 1.97 10229996 2.525868 1.955988466
199 1.98 10229996 2.528863 1.967127874
200 1.99 10229995 2.531862 1.978280490
201 2.00 10229995 2.534864 1.989446329
202 2.01 10229995 2.537869 2.000625407
203 2.02 10229995 2.540878 2.011817739
204 2.03 10229995 2.543891 2.023023342
205 2.04 10229995 2.546907 2.034242231
206 2.05 10229995 2.549927 2.045474422
207 2.06 10229995 2.552950 2.056719930
208 2.07 10229995 2.555977 2.067978772
209 2.08 10229995 2.559008 2.079250963
210 2.09 10229995 2.562042 2.090536519
211 2.10 10229995 2.565079 2.101835456
212 2.11 10229995 2.568121 2.113147790
213 2.12 10229995 2.571166 2.124473536
214 2.13 10229995 2.574214 2.135812711
215 2.14 10229995 2.577266 2.147165331
216 2.15 10229995 2.580322 2.158531410
217 2.16 10229995 2.583382 2.169910966
218 2.17 10229995 2.586445 2.181304015
219 2.18 10229995 2.589511 2.192710572
220 2.19 10229995 2.592582 2.204130653
221 2.20 10229995 2.595655 2.215564274
222 2.21 10229995 2.598733 2.227011452
223 2.22 10229995 2.601814 2.238472203
224 2.23 10229995 2.604899 2.249946542
225 2.24 10229995 2.607988 2.261434486
226 2.25 10229995 2.611080 2.272936050
227 2.26 10229995 2.614176 2.284451252
228 2.27 10229995 2.617275 2.295980107
229 2.28 10229995 2.620378 2.307522631
230 2.29 10229995 2.623485 2.319078841
231 2.30 10229995 2.626596 2.330648752
232 2.31 10229995 2.629710 2.342232382
233 2.32 10229995 2.632828 2.353829746
234 2.33 10229995 2.635950 2.365440860
235 2.34 10229995 2.639075 2.377065741
236 2.35 10229995 2.642204 2.388704406
237 2.36 10229995 2.645337 2.400356870
238 2.37 10229995 2.648473 2.412023150
239 2.38 10229995 2.651614 2.423703262
240 2.39 10229995 2.654758 2.435397223
241 2.40 10229995 2.657905 2.447105049
242 2.41 10229995 2.661057 2.458826757
243 2.42 10229995 2.664212 2.470562363
244 2.43 10229995 2.667371 2.482311883
245 2.44 10229995 2.670533 2.494075334
246 2.45 10229995 2.673700 2.505852732
247 2.46 10229995 2.676870 2.517644095
248 2.47 10229995 2.680044 2.529449438
249 2.48 10229995 2.683221 2.541268779
250 2.49 10229995 2.686403 2.553102133
 [ reached 'max' / getOption("max.print") -- omitted 14751 rows ]
